X,Y
0.28295063704642875,-0.825271836396043
0.5901908654531067,0.9918334280283979
0.15935280663505846,0.5717725476854715
0.7307779816314307,0.12602818873284002
0.9367954429376971,-1.1659080178283614
0.3262745092053624,0.11977266450373328
0.19733065463769417,1.1226812685477916
0.12886745820020784,1.2660825646453877
0.46125506384760995,-0.09391869277238565
0.8345746991753988,-0.7660373818595961
0.05418227175733059,0.9284639047140469
0.5255488079423702,0.6087661836724719
0.9301712089798768,-1.1010696311806474
0.4082167479590262,-1.8412779752976316
0.8018049044337952,-0.14264269947316047
0.34584669981613725,-0.4507921397330823
0.1487586009967492,0.99239522631638
0.3372316441114066,-0.9662996028897654
0.00411871292933963,0.40460211149231945
0.814427260777144,0.04133485667808531
0.21615683859519175,-0.28802848286247096
0.3726642052771566,-1.2475757690830767
0.5268238795060758,2.1752381903574878
0.408502942479131,-0.9088818356558274
0.7339183242651983,-0.7377118703356329
0.16061841094794482,0.7668447979732214
0.9379875911982115,-0.8362303553602005
0.69554607635003,-1.2788311696986132
0.868031058775924,-0.4245281925672797
0.7407344520719378,0.9702280916171087
0.6852605966485434,0.556739610231994
0.651343110320463,-0.723191694926586
0.17937867485476022,-1.0862401094563723
0.11472989129852784,-1.1593534438816804
0.619460024075516,0.20025843238603946
0.39219371006686954,0.8522621167416616
0.0026271489062518194,1.417179998032963
0.7021874759921839,-1.7571101333242691
0.9544109506305752,-2.670553372378228
0.31626454979910257,0.5870090275521853
0.7944446563454536,0.6626394481999327
0.08546315645189273,0.8849859327103025
0.0062507394170780994,-0.7690957104722124
0.02565340106502667,0.19467155177720816
0.4710251555616072,-0.35362275447685193
0.05746765335571702,-2.545153603768343
0.7549883707271929,0.32330792009448917
0.6136031641030274,-0.6415238607722857
0.22785976013499776,-1.2488388504011818
0.5455748332850602,-0.2749431187520641
