x1,x2,y
0.3679311343358702,0.24389332008703135,-1.0
0.3547990254281491,0.2672194276071064,-1.0
0.22098813270620515,0.5186623226378944,-1.0
0.4974902756684823,0.3374649956514307,-1.0
0.5122816370518506,0.37114178187329805,-1.0
0.5664733063930878,0.4601016502340555,-1.0
0.4893834541060936,0.3265147641063867,-1.0
0.35732327597342145,0.21493112397448544,-1.0
0.2846278155001173,0.3867851137247998,-1.0
0.28282347487188353,0.3638043294933627,-1.0
0.40823117481562066,0.25121940952851646,-1.0
0.5929075845233929,0.6138677309405803,-1.0
0.29444142000335205,0.3232373807414424,-1.0
0.5533841839787268,0.4763959004058291,-1.0
0.5866489853755871,0.564173395353132,-1.0
0.2967624736125651,0.346248407765791,-1.0
0.42353986965075013,0.2752032597095185,-1.0
0.3866820105035515,0.195804875695055,-1.0
0.4229454746266378,0.25601096889125163,-1.0
0.3121117613671134,0.26648499558825395,-1.0
0.5547667417031983,0.44213116081930987,-1.0
0.3166830777845778,0.25691639586330406,-1.0
0.4211263702397727,0.22430750465630184,-1.0
0.4484502986434824,0.23576892787799536,-1.0
0.26555991841136395,0.37273227474954973,-1.0
0.5451285556610427,0.40763830067674456,-1.0
0.5411867226795002,0.3734070425980998,-1.0
0.4924810440384096,0.31922576729938573,-1.0
0.4802293790662615,0.2717737985313296,-1.0
0.46329403087301363,0.26071277429473777,-1.0
0.46629547684196765,0.25650016720525187,-1.0
0.2597481402801225,0.37549563414096204,-1.0
0.506199060328323,0.3222421351837263,-1.0
0.5955947435415284,0.5813139178713719,-1.0
0.42544291398415246,0.2623146497273565,-1.0
0.2711243660346927,0.36858095557250664,-1.0
0.4961518939756647,0.30253313861996706,-1.0
0.28409803616098367,0.3082691137525094,-1.0
0.41414028672991304,0.20178396086538467,-1.0
0.32068274761864746,0.32278040487709686,-1.0
0.32670669608480907,0.23895062231205585,-1.0
0.47217371063343394,0.27759207376217804,-1.0
0.5551770987487169,0.45976776899534605,-1.0
0.33807076439561534,0.27247565977364374,-1.0
0.3125221391012015,0.29164633658540967,-1.0
0.31859821398365706,0.2879630707239027,-1.0
0.2713836331381167,0.3963766237267432,-1.0
0.577203131654118,0.502750975798399,-1.0
0.45282482050571193,0.23594548307362226,-1.0
0.2718640649372116,0.39637677994799203,-1.0
0.6629538889392158,0.7794401665620616,1.0
0.4643987154526002,0.6262048503295615,1.0
0.607405628938674,0.765430792866999,1.0
0.4538901525389207,0.6025233371869998,1.0
0.6522057044454176,0.689455657573191,1.0
0.5217379632089049,0.7484400733640194,1.0
0.5790112532997941,0.7696870139947425,1.0
0.5470405329094709,0.7832458439319082,1.0
0.7403529912085229,0.5710370053758215,1.0
0.5725134608209274,0.7952027920177377,1.0
0.7720273809383665,0.5201077248553981,1.0
0.7399372583222105,0.5817232016435573,1.0
0.45306076556265995,0.6049170992984143,1.0
0.769826384979788,0.4878727986449702,1.0
0.6101420467039171,0.7999985790950908,1.0
0.6833253953222662,0.70967409601395,1.0
0.5522435945483547,0.7622703391533996,1.0
0.7008892911682408,0.697923626064336,1.0
0.5302778052433035,0.7198325308082487,1.0
0.5321833683478152,0.7391403871294475,1.0
0.49832777869711076,0.6890377089325038,1.0
0.452233808975483,0.5660074719851639,1.0
0.6174430811477121,0.7442882956921137,1.0
0.7534080202253763,0.5751519392522044,1.0
0.4877117947285349,0.6433450762377815,1.0
0.42691452764968313,0.4690907300805562,1.0
0.5755301394285564,0.7627804303970761,1.0
0.6646901431056873,0.7641587382510343,1.0
0.733674710962804,0.5734379127749107,1.0
0.5894888123007793,0.757486337098097,1.0
0.5077301049548615,0.7007366649944926,1.0
0.6519889178221878,0.7758693348038812,1.0
0.5521339168408832,0.7665751605034142,1.0
0.602294636490511,0.7991420363596006,1.0
0.5818921729547604,0.7939087885732681,1.0
0.6470662578885031,0.713769858468134,1.0
0.4942492229054747,0.6830773649757929,1.0
0.6420449704538754,0.755062912729827,1.0
0.446904120898114,0.5878413617020046,1.0
0.604621696855558,0.7257958221311366,1.0
0.5620305396760935,0.7465664293151282,1.0
0.6854235090077236,0.6789076930741188,1.0
0.7754013210727293,0.5319149560284386,1.0
0.4544943972014678,0.5828228872126198,1.0
0.7490809410716317,0.5682335660739751,1.0
0.5277733284674626,0.6976571978110083,1.0
0.5546896681308924,0.7588506754014888,1.0
0.42026606920384424,0.4894154863009519,1.0
0.5083478780633494,0.711895037888305,1.0
0.5518289415002897,0.8128059859735085,1.0
