X,Y_clean,Y
0.15033244784287525,0.6564937398188012,0.6521006908094643
0.24416664594077897,0.9986572290747977,0.9588989318002521
0.0638812975063272,0.15263650523559122,0.19463570160137517
0.6839401247631531,0.8373888507545304,0.8323063181002168
0.628574744490094,0.522453228708228,0.5646214992408229
0.2024370549215918,0.9133178562930302,0.8741838984880967
0.9601195401670981,0.06148531265163563,-0.009292072511752132
0.46809735227849136,0.03964502430030715,0.12330298145573365
0.3465194230370414,0.6751528596944,0.7884073952690469
0.6374275165582148,0.5777673803000665,0.590821363161714
0.44818244842655863,0.10230893937846489,0.09933899162401316
0.43624600985365436,0.1520616061627833,0.16056156434231347
0.1570620657396251,0.6960456371767498,0.9319095614920372
0.06561484727329014,0.16055278648853002,0.38054285593172577
0.8743201707377445,0.5042714412747251,0.41081657614227274
0.007841245721347256,0.002425372463910331,-0.20204383518741392
0.6330055720388352,0.5502156906894393,0.49646662933638164
0.2718102435923887,0.9813379016242306,1.0389998771808828
0.9694650169109245,0.03635966632862745,0.07960842838853563
0.03955259066032901,0.06049930756317849,0.08312264959038745
0.2761057208618758,0.9733355434455516,1.0078655939225263
0.31865077629032,0.8251978398369285,0.7530500220909416
0.2967188093984514,0.9162792274721192,0.7613554434824563
0.22706723733496714,0.9793811339796163,1.1178114804207233
0.42489724397133133,0.20662994854812172,0.26673036671891703
0.6207841628661038,0.47352350313763847,0.41970185774952123
0.8979482626591104,0.35780199062039747,0.37069877802570894
0.7216383551664549,0.968578958860914,0.9118661463480161
0.8001211380944346,0.9040606458693959,0.8656276620254499
0.7150800316126822,0.9526274019878678,0.9687037003023923
0.20788795917743685,0.9316067433097942,0.936225277144732
0.3985802325667981,0.3539996966956981,0.4760051069661004
0.0725750560540882,0.19391923949615877,0.03334524907718853
0.36625141434246156,0.5548583226275104,0.6697196435775679
0.5834308714140103,0.2505309311857054,0.3068702842485809
0.15390205775023502,0.6776308284889668,0.6784146895638341
0.18463085956025216,0.8405791228622009,0.7674544374187758
0.08845566074576816,0.2783711220612228,0.2529786370617496
0.362715610461108,0.5768789054341443,0.5654649685076728
0.6959921416488091,0.8892001563255093,0.7052459216068621
0.4532461927386523,0.08384262249645924,0.18735933702542987
0.1813960912624606,0.8254214672483339,0.7304496260143237
0.6282619050450687,0.5204894149902929,0.4938889927978803
0.747574797880128,0.9997678215000823,1.0703635696818217
0.22232964065366356,0.9700767218889813,1.0837371862698846
0.9658282477486823,0.04539524810419941,0.18281910124646306
0.29504294507691375,0.9220193181337009,0.7941125065841605
0.5014354168115988,8.133997188626884e-05,0.008203984474041326
0.20368493295047752,0.9176790849302449,0.9152303331242925
0.6170041826837306,0.44984529053047073,0.47262527928450027
0.11311258441773375,0.42558664151012743,0.5163214713870392
0.5062765034421864,0.0015544262610291892,0.020492153818409426
0.08674223157188876,0.2687728459076556,0.2225697924096217
0.6903041717263192,0.8657899319851818,0.8647274407910243
0.83874718439864,0.719985471746804,0.7218693541906245
0.13972928403936913,0.5920192884792848,0.5507385801927526
0.3513714147597148,0.6462908445874951,0.8174570512220772
0.058292846555210054,0.1282574179479678,0.07708452134889582
0.04356799164576208,0.0730835081368602,0.10116548977136941
0.6658541456212625,0.7455657948304546,0.6936605088247709
0.9784457539994952,0.01822924305708429,-0.008339326233875729
0.533610401914917,0.04393811531038292,0.08482933532393405
0.8189083984599063,0.8239665897144139,0.8225997436906175
0.28003479413699583,0.9648077198518391,0.9712441956596658
0.6027696074484987,0.362131975782788,0.34605192932547746
0.24531709317057848,0.9991345032571153,0.8630226825270346
0.27423478723730754,0.9769919957645822,1.0406681926198464
0.16535513714584826,0.7428298160091679,0.7559739418427105
0.9930711603963779,0.0018941150754775505,0.09663936932771575
0.037794396117075246,0.05533955143635048,0.00018945238656983138
0.9413179381974532,0.1298972996218233,0.01796028373430074
0.8545407832009033,0.6271375535310203,0.6174163731774409
0.478260531597543,0.01854192924753526,0.04480674917978579
0.7615957492560808,0.9947010627872372,1.035634803280829
0.038653578759906715,0.05783402229805252,0.06684290523893988
0.6597618933440392,0.7115350117973895,0.8150616394179341
0.8183905173008718,0.8264382312611052,0.911441234938827
0.25936280912278065,0.9965432257264902,0.7915751584128073
0.44055188471875295,0.13315073914536332,0.14330119403516284
0.9255286458770684,0.20342666389303313,0.2261453768157361
0.9745515246460545,0.02535005359468702,-0.08707284312536646
0.3062130963366507,0.8803535310900067,0.7822216893977603
0.19453135294640067,0.8833729950983572,0.7850866851503328
0.9355778881182722,0.1550886261842258,0.08173637397433317
0.7987097190532665,0.909220335903531,0.793878781273222
0.47857474165899816,0.018013032049115998,-0.13093665557250495
0.4839836332108547,0.010093021459348001,0.007889167827043884
0.5762776887161302,0.2126397276133613,0.10120655997088934
0.7034495154969419,0.9168641489007544,0.9365231226390366
0.8100748126747618,0.8641623731740625,0.7620996192412641
0.5234862197899972,0.021618782430071606,-0.028366939275547086
0.9350220817681137,0.15762532030707102,0.1931460281592763
0.7507456043341643,0.9999780530887551,1.1045501330341367
0.528720409140767,0.032212297165055886,0.03413161335143286
0.22013965593957463,0.9652105503299788,1.0203988309077054
0.9590766168224801,0.06467112655586271,0.05549352548964959
0.29475515306732103,0.9229862890885953,1.114361883243494
0.39028210465892643,0.4045688153510528,0.40297593753295724
0.41402705130339945,0.26449808593270746,0.2707547728485329
0.4128233980192768,0.2711961313483686,0.1869418706908586
